"file","categoryname","price","mass","volume","description"
"Lancelot.milspec","starships/Confed/Milspec",6500000,170,3500,"A heavy superiority fighter designed by the Highborn, the Lancelot really is superior in almost every sense of the word.  Superbly engineered, even the older Lancelot models seldom have mechanical problems, and the interior, spartan in most other military vessels, is nothing short of luxurious.  The cost, however, as with most Highborn designs, is equally profound."
"Lancelot_Milspec_Package","upgrades/Packages/Milspec",4000000,170,3500,"Full-Custom Milspec Configuration"
"Llama.begin","starships/Lauktk",1,1000,20000,"With Lauktk's death, ownership of this vessel has passed on to you."
"Llama.stock","starships/Merchant/Light",900000,1000,20000,"What can be said of a llama, save for that one is rather less suited to carrying than a mule and not too adept at pulling a plowshare."
"Mule.stock","starships/Merchant/Heavy",8000000,28000,570000,"The Mule class is the cargo vessel of choice for anything that does not require the immense load of an Ox class. Mule class vessels are the preferred mode of military supply transport, if only because their abundance makes them easier to replace when they meet unfortunate ends."
"Mule.milspec","starships/Confed/Light_Capship",9000000,20000,570000,"The Mule class is the cargo vessel of choice for anything that does not require the immense load of an Ox class. Mule class vessels are the preferred mode of military supply transport, if only because their abundance makes them easier to replace when they meet unfortunate ends."
"Mule_Milspec_Package","upgrades/Packages/Milspec",6000000,20000,570000,"Full-Custom Milspec Configuration"
"Nicander.stock","starships/Aera/Light",2000000,132,2700,"The preeminent Aeran interceptor, the Nicander is lithe and supports vicious armaments."
"Nicander.escort","starships/restricted",1,132,2700,"A slightly less agressively designed variant of the well known Nicander, the escort variant of the Aeran interceptor is used in a more defensive role than its more well known sibling."
"Nicander.milspec","starships/Aera/Milspec",3200000,132,2700,"The preeminent Aeran interceptor, the Nicander is lithe and viciously armed"
"Nicander_Milspec_Package","upgrades/Packages/Milspec",2100000,132,2700,"Full-Custom Milspec Configuration"
"Ox.stock","starships/Merchant/Light_Capship",42000000,1000000,40000000,"A container transport, the Ox is more suited to multi-hop interstellar bulk cargo runs than the smaller mule."
"Pacifier.stock","starships/Confed/Heavy",400000,490,10000,"An aging heavy craft of Purist make, the Pacifier has seen considerable service in the fifty years since its introduction. Though perhaps a bit unwieldy by modern standards, its firepower remains potent.  What it lacks in speed and maneuverability, it makes up for in its versatility, having been among the first vessels to see action in both fighter and bomber roles in defense against the Aeran invasion."
"Pacifier.milspec","starships/Confed/Milspec",1300000,490,10000,"An aging heavy craft of Purist make, the Pacifier has seen considerable service in the fifty years since its introduction. Though perhaps a bit unwieldy by modern standards, its firepower remains potent.  What it lacks in speed and maneuverability, it makes up for in its versatility, having been among the first vessels to see action in both fighter and bomber roles in defense against the Aeran invasion."
"Pacifier_Milspec_Package","upgrades/Packages/Milspec",800000,490,10000,"Full-Custom Milspec Configuration"
"Pacifier.rgspec","starships/Regional_Guard/Heavy",900000,484,10000,"An aging heavy craft of Purist make, the Pacifier has seen considerable service in the fifty years since its introduction. Though perhaps a bit unwieldy by modern standards, its firepower remains potent.  What it lacks in speed and maneuverability, it makes up for in its versatility, having been among the first vessels to see action in both fighter and bomber roles in defense against the Aeran invasion."
"Plowshare.stock","starships/Merchant/Medium",180000,527,10000,"Lovingly referred to as a 'large brick with engines and guns', the Plowshare is a top of the line Purist cargo shuttle, far more spacious than the aged LIHW Llama, and easier to obtain for private use than the Merchant Reindeer. Much of the non-Merchant's Guild traffic within Purist friendly systems occurs via Plowshares."
"Plowshare__pirates","starships/restricted",1,530,10000,"Lovingly referred to as a 'large brick with engines and guns', the Plowshare is a top of the line Purist cargo shuttle, far more spacious than the aged LIHW Llama, and easier to obtain for private use than the Merchant Reindeer. Much of the non-Merchant's Guild traffic within Purist friendly systems occurs via Plowshares."
"Progeny.stock","starships/Confed/Light",400000,62,1200,"A compact ship originally designed for the Shaper military, the Progeny would seem a natural complement to the Dostoevsky, were they ever both to be deployed by the same group at the same time. Though less suited for close engagements than its fighter counterpart, the Progeny nonetheless brings to bear an impressive array of missiles, and excels at its primary role of interceptor."
"Progeny.milspec","starships/Confed/Milspec",1200000,62,1200,"A compact ship originally designed for the Shaper military, the Progeny would seem a natural complement to the Dostoevsky, were they ever both to be deployed by the same group at the same time. Though less suited for close engagements than its fighter counterpart, the Progeny nonetheless brings to bear an impressive array of missiles, and excels at its primary role of interceptor."
"Progeny_Milspec_Package","upgrades/Packages/Milspec",800000,62,1200,"Full-Custom Milspec Configuration"
"Progeny.rgspec","starships/Regional_Guard/Light",900000,63,1300,"A compact ship originally designed for the Shaper military, the Progeny would seem a natural complement to the Dostoevsky, were they ever both to be deployed by the same group at the same time. Though less suited for close engagements than its fighter counterpart, the Progeny nonetheless brings to bear an impressive array of missiles, and excels at its primary role of interceptor."
"Quicksilver","starships/restricted",1,123456789,123456789,"Sleek and fast, the Quicksilver is often used as a courier ship by the Confederation and its allies.  However, due to this specialization, it is typically unsuitable for combat engagements, and will rely on the robust acceleration of its oversized engine to put a rapidly increasing shield of distance between it and any adversary."
"Redeemer.stock","starships/Luddite/Light",40000,38,800,"The luddites, being by their nature not given to grand industrialization, rely on a small number of hidden facilities and sympathetic manufacturing plants to supply them with ships. The Redeemer bears the distinction of being the only class of spacecraft officially sanctioned by the reverend Sverde, who, when presented with its initial designs 45 years ago, said that prayer had revealed to her that that this was to be the 'shepherds crook' by which man's sins would be constrained. Inexpensive, even at the time of its introduction, the Redeemer remains a utilitarian craft well suited to the production schedules of backwater worlds."
"Robin.stock","starships/Hunter/Medium",75000,42,900,"The avian Robins of Terra were never noted as particularly fierce, and many pilots consider the spacefaring Robins of the LIHW in much the same way.  An aging fighter design, the improvements that the Robin has seen over the years have been largely incremental, focusing on small improvements rather than large overhauls.  Due to the relatively limited resource of the LIHW compared to other constituents of the Confederation, most of the improvements have been in the way of reliability.  Because of this, the Robin is known as an inexpensive vessel that rarely breaks down, and perhaps due to this, it is a common sight in the human-controlled regions of space."
"Robin.hunter","starships/Hunter/Medium",190000,42,900,"The avian Robins of Terra were never noted as particularly fierce, and many pilots consider the spacefaring Robins of the LIHW in much the same way.  An aging fighter design, the improvements that the Robin has seen over the years have been largely incremental, focusing on small improvements rather than large overhauls.  Due to the relatively limited resource of the LIHW compared to other constituents of the Confederation, most of the improvements have been in the way of reliability.  Because of this, the Robin is known as an inexpensive vessel that rarely breaks down, and perhaps due to this, it is a common sight in the human-controlled regions of space."
"Sartre","starships/restricted",1,123456789,123456789,"The Sartre is an interplanetary shuttle manufactured by the Klk'k.  It is unarmed, and therefore rarely seen outside the very safest sectors of space. A Sartre is often the only legal method by which one may land directly on many Andolian worlds, due to regulation of private craft to orbital berthing areas."
"Schroedinger.stock","starships/Confed/Light",510000,80,1600,"The Schroedinger serves as a scout ship, lightly armed when compared to most other vessels.  As per the infamous cat, its acceleration curve and advanced ECM and stealth hardware make it difficult to discern whether its in the same state it was last seen in."
"Schroedinger.milspec","starships/Confed/Milspec",3000000,80,1600,"The Schroedinger serves as a scout ship, lightly armed when compared to most other vessels.  As per the infamous cat, its acceleration curve and advanced ECM and stealth hardware make it difficult to discern whether its in the same state it was last seen in."
"Schroedinger_Milspec_Package","upgrades/Packages/Milspec",2000000,80,1600,"Full-Custom Milspec Configuration"
"Shizu.stock","starships/Rlaan/Light",250000,57,1140,"The Rlaan Shizu is in many ways similar to its Confederate counterpart, the Schroedinger, meant more for reconaissance and scouting patrols than heavy combat.  Nonetheless, its twin gun mountings allow it to mount a basic defense, should it come under attack."
"Shizu.milspec","starships/Rlaan/Milspec",300000,57,1140,"The Rlaan Shizu is in many ways similar to its Confederate counterpart, the Schroedinger, meant more for reconaissance and scouting patrols than heavy combat.  Nonetheless, its twin gun mountings allow it to mount a basic defense, should it come under attack."
"Shizu_Milspec_Package","upgrades/Packages/Milspec",200000,57,1140,"Full-Custom Milspec Configuration"
"Sickle.stock","starships/Hunter/Medium",70000,55,1100,"Like the Hammer, the Sickle is a ship of LIHW design, and was known prior to ISO usage as the 'Goose'. While the Hammer is more feared, the Sickle is more common. By far the most common ship seen in use by the ISO, the Sickle's maneuverability and large missile bays make it a favorite of many Hunters as well."
"Sickle.iso","starships/restricted",1,55,1100,"Like the Hammer, the Sickle is a ship of LIHW design, and was known prior to ISO usage as the 'Goose'. While the Hammer is more feared, the Sickle is more common. By far the most common ship seen in use by the ISO, the Sickle's maneuverability and large missile bays make it a favorite of many Hunters as well."
"Sickle.isospec","starships/ISO/Medium",90000,55,1100,"Like the Hammer, the Sickle is a ship of LIHW design, and was known prior to ISO usage as the 'Goose'. While the Hammer is more feared, the Sickle is more common. By far the most common ship seen in use by the ISO, the Sickle's maneuverability and large missile bays make it a favorite of many Hunters as well."
"Taizong.stock","starships/Rlaan/Heavy",2800000,230,4600,"The Taizong are a mass-produced assault vessel of the Rlaan.  As with other Rlaan vessels, they do not utilize missile armaments, even in their assault role. Their strength lies instead in miniature, if limited, versions of the Jannisary class' grav-thumper weapon, which allow them to ruthlessly cut down almost any sub-capital vessel."
"Taizong.milspec","starships/Rlaan/Milspec",5600000,230,4600,"The Taizong are a mass-produced assault vessel of the Rlaan.  As with other Rlaan vessels, they do not utilize missile armaments, even in their assault role. Their strength lies instead in miniature, if limited, versions of the Jannisary class' grav-thumper weapon, which allow them to ruthlessly cut down almost any sub-capital vessel."
"Taizong_Milspec_Package","upgrades/Packages/Milspec",3500000,230,4600,"Full-Custom Milspec Configuration"
"Vendetta.stock","starships/Hunter/Medium",8800000,230,4600,"Designed by the LTC to exacting Hunter specifications, the Vendetta can be a relentless, if expensive, aid in populating one's trophy walls."
"Vigilance","starships/Confed/Milspec",18500000,4500,50000,"Mass produced by it's Purist manufacturers, the Vigilance has been a common sight patrolling the inner commerce lanes for over a decade. Now these corvettes have begun trickling into the frontier territories to thwart rampant piracy and Aeran incursions. Though lacking the cutting-edge systems and relative mobility of others in it's class, the Vigilance still holds it's own with greater survivability and firepower at a more affordable price."
"Zhuangzong.milspec","starships/Rlaan/Milspec",2000000,65,1300,"The backbone of the Rlaan fighter squadrons, the Zhuangzong's four weapon mounts make it deadly at close range, and its maneuverability stats are a dogfighter's dream, even if the linear acceleration is more modest.  Of course, in keeping with the Rlaan disdain for missiles, actually closing to weapons range can be interesting. "
"Zhuangzong_Milspec_Package","upgrades/Packages/Milspec",1400000,65,1300,"Full-Custom Milspec Configuration"
"Zhuangzong.stock","starships/Rlaan/Heavy",500000,65,1300,"The backbone of the Rlaan fighter squadrons, the Zhuangzong's four weapon mounts make it deadly at close range, and its maneuverability stats are a dogfighter's dream, even if the linear acceleration is more modest.  Of course, in keeping with the Rlaan disdain for missiles, actually closing to weapons range can be interesting. "
,,,,,
"beam_heavy_lr","upgrades/Weapons/Capship",2500000,0.01,1,"@upgrades/beam1.image@The logical conclusion of decades of upscaling work with spatial disruption technology, this weapon finds its home only among the weapons mounted on the capital vessels of well funded space navies."
"flak","upgrades/Weapons/Capship",6500,0.01,1,"@upgrades/beam2.image@Like fireworks - only full of razorblades."
"flak_heavy","upgrades/Weapons/Capship",9500,0.01,1,"@upgrades/beam3.image@There, there Snowden.... there, there."
